phase,track,target,lookback,asset,split,exclusion_category,count,note
Phase 2C pooled full-universe,daily,target_stress_10d,30,,train,asset_segment_below_lookback,9743,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,train,asset_segment_below_lookback,8239,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,train,asset_segment_below_lookback,8239,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,train,asset_segment_below_lookback,9743,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,train,asset_segment_below_lookback,8239,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,train,asset_segment_below_lookback,8239,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,train,asset_segment_below_lookback,9743,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,train,asset_segment_below_lookback,8239,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,train,asset_segment_below_lookback,8239,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,train,asset_segment_below_lookback,9743,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,validation,asset_segment_below_lookback,451,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,validation,asset_segment_below_lookback,451,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,validation,asset_segment_below_lookback,451,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,validation,asset_segment_below_lookback,1267,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,validation,asset_segment_below_lookback,1274,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,validation,asset_segment_below_lookback,1683,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,validation,asset_segment_below_lookback,451,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,validation,asset_segment_below_lookback,451,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,validation,asset_segment_below_lookback,451,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,validation,asset_segment_below_lookback,451,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,validation,asset_segment_below_lookback,446,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,validation,asset_segment_below_lookback,446,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,validation,asset_segment_below_lookback,446,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,validation,asset_segment_below_lookback,446,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,feature_imputation_cases,250394,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,feature_imputation_cases,238333,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,future_target_horizon_tail,400,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
